Timestamp,Ruta,ROI (%),Capital Final,Paso 1,Paso 2,Paso 3
2025-12-22 08:21:06,USDT->ZAR->BTC->USDT,0.0569,20.011374,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89820.16
2025-12-22 08:21:06,USDT->UAH->BTC->USDT,0.0817,20.016341,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89820.16
2025-12-22 08:21:06,USDT->MXN->BTC->USDT,0.0782,20.015638,SELL USDT @ 18.03,BUY BTC @ 1614554.0,SELL BTC @ 89820.16
2025-12-22 08:21:08,USDT->ZAR->BTC->USDT,0.0121,20.002420,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89779.97
2025-12-22 08:21:08,USDT->UAH->BTC->USDT,0.0369,20.007384,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89779.97
2025-12-22 08:21:14,USDT->UAH->BTC->USDT,0.0246,20.004917,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89768.9
2025-12-22 08:21:16,USDT->UAH->BTC->USDT,0.0222,20.004438,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89766.75
2025-12-22 08:21:18,USDT->UAH->BTC->USDT,0.0054,20.001078,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89751.67
2025-12-22 08:21:20,USDT->UAH->BTC->USDT,0.0173,20.003467,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89762.39
2025-12-22 08:21:22,USDT->ZAR->BTC->USDT,0.0513,20.010258,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89815.15
2025-12-22 08:21:22,USDT->UAH->BTC->USDT,0.0761,20.015224,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89815.15
2025-12-22 08:21:26,USDT->UAH->BTC->USDT,0.0173,20.003467,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89762.39
2025-12-22 08:21:28,USDT->UAH->BTC->USDT,0.0084,20.001679,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89754.37
2025-12-22 08:21:32,USDT->ZAR->BTC->USDT,0.0406,20.008126,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89805.58
2025-12-22 08:21:32,USDT->UAH->BTC->USDT,0.0655,20.013092,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89805.58
2025-12-22 08:21:34,USDT->ZAR->BTC->USDT,0.0344,20.006880,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89799.99
2025-12-22 08:21:34,USDT->UAH->BTC->USDT,0.0592,20.011846,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89799.99
2025-12-22 08:21:36,USDT->ZAR->BTC->USDT,0.0344,20.006880,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89799.99
2025-12-22 08:21:36,USDT->UAH->BTC->USDT,0.0592,20.011846,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89799.99
2025-12-22 08:21:38,USDT->ZAR->BTC->USDT,0.0069,20.001379,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89775.3
2025-12-22 08:21:38,USDT->UAH->BTC->USDT,0.0317,20.006344,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89775.3
2025-12-22 08:21:40,USDT->ZAR->BTC->USDT,0.0116,20.002326,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89779.55
2025-12-22 08:21:40,USDT->UAH->BTC->USDT,0.0365,20.007291,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89779.55
2025-12-22 08:21:42,USDT->UAH->BTC->USDT,0.0178,20.003558,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89762.8
2025-12-22 08:21:45,USDT->UAH->BTC->USDT,0.0178,20.003558,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89762.8
2025-12-22 08:22:07,USDT->UAH->BTC->USDT,0.0035,20.000703,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89749.99
2025-12-22 08:22:09,USDT->ZAR->BTC->USDT,0.0048,20.000958,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89773.41
2025-12-22 08:22:09,USDT->UAH->BTC->USDT,0.0296,20.005922,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89773.41
2025-12-22 08:22:11,USDT->ZAR->BTC->USDT,0.0014,20.000272,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89770.33
2025-12-22 08:22:11,USDT->UAH->BTC->USDT,0.0262,20.005236,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89770.33
2025-12-22 08:22:13,USDT->ZAR->BTC->USDT,0.0044,20.000878,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89773.05
2025-12-22 08:22:13,USDT->UAH->BTC->USDT,0.0292,20.005842,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89773.05
2025-12-22 08:22:15,USDT->ZAR->BTC->USDT,0.0066,20.001310,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89774.99
2025-12-22 08:22:15,USDT->UAH->BTC->USDT,0.0314,20.006275,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89774.99
2025-12-22 08:22:17,USDT->ZAR->BTC->USDT,0.0244,20.004884,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89791.03
2025-12-22 08:22:17,USDT->UAH->BTC->USDT,0.0492,20.009849,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89791.03
2025-12-22 08:22:19,USDT->ZAR->BTC->USDT,0.0244,20.004884,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89791.03
2025-12-22 08:22:19,USDT->UAH->BTC->USDT,0.0492,20.009849,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89791.03
2025-12-22 08:22:21,USDT->ZAR->BTC->USDT,0.0244,20.004884,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89791.03
2025-12-22 08:22:21,USDT->UAH->BTC->USDT,0.0492,20.009849,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89791.03
2025-12-22 08:22:23,USDT->ZAR->BTC->USDT,0.0244,20.004884,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89791.03
2025-12-22 08:22:23,USDT->UAH->BTC->USDT,0.0492,20.009849,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89791.03
2025-12-22 08:22:25,USDT->ZAR->BTC->USDT,0.0273,20.005452,SELL USDT @ 16.87,BUY BTC @ 1511000.0,SELL BTC @ 89793.58
2025-12-22 08:22:25,USDT->UAH->BTC->USDT,0.0521,20.010417,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89793.58
2025-12-22 08:22:27,USDT->UAH->BTC->USDT,0.0155,20.003108,SELL USDT @ 45.5,BUY BTC @ 4074300.0,SELL BTC @ 89760.78
2025-12-22 08:23:42,USDT->HIVE->USDC->USDT,0.1099,20.021987,BUY HIVE @ 0.0951,SELL HIVE @ 0.0954,SELL USDC @ 1.0002
2025-12-22 08:26:46,USDT->UAH->BTC->USDT,0.0144,20.002880,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89779.49
2025-12-22 08:26:48,USDT->UAH->BTC->USDT,0.0294,20.005888,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89792.99
2025-12-22 08:26:50,USDT->UAH->BTC->USDT,0.0294,20.005888,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89792.99
2025-12-22 08:26:52,USDT->UAH->BTC->USDT,0.0372,20.007448,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89799.99
2025-12-22 08:26:54,USDT->UAH->BTC->USDT,0.0461,20.009230,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89807.99
2025-12-22 08:26:56,USDT->UAH->BTC->USDT,0.0461,20.009230,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89807.99
2025-12-22 08:26:58,USDT->UAH->BTC->USDT,0.0461,20.009230,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89807.99
2025-12-22 08:27:00,USDT->UAH->BTC->USDT,0.0461,20.009230,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89807.99
2025-12-22 08:27:02,USDT->UAH->BTC->USDT,0.0635,20.012692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89823.53
2025-12-22 08:27:04,USDT->UAH->BTC->USDT,0.0635,20.012692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89823.53
2025-12-22 08:27:06,USDT->UAH->BTC->USDT,0.0535,20.010692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89814.55
2025-12-22 08:27:08,USDT->UAH->BTC->USDT,0.0535,20.010692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89814.55
2025-12-22 08:27:10,USDT->UAH->BTC->USDT,0.1085,20.021707,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89863.99
2025-12-22 08:27:12,USDT->UAH->BTC->USDT,0.1247,20.024940,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89878.5
2025-12-22 08:27:14,USDT->UAH->BTC->USDT,0.0770,20.015402,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89835.69
2025-12-22 08:27:16,USDT->UAH->BTC->USDT,0.1107,20.022143,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89865.95
2025-12-22 08:27:18,USDT->UAH->BTC->USDT,0.1107,20.022143,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89865.95
2025-12-22 08:27:20,USDT->UAH->BTC->USDT,0.1419,20.028389,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89893.98
2025-12-22 08:27:22,USDT->UAH->BTC->USDT,0.1218,20.024356,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89875.88
2025-12-22 08:27:24,USDT->UAH->BTC->USDT,0.1006,20.020127,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89856.9
2025-12-22 08:27:26,USDT->UAH->BTC->USDT,0.1146,20.022930,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89869.48
2025-12-22 08:27:28,USDT->UAH->BTC->USDT,0.1218,20.024354,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89875.87
2025-12-22 08:27:30,USDT->UAH->BTC->USDT,0.1317,20.026339,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89884.78
2025-12-22 08:27:32,USDT->UAH->BTC->USDT,0.1115,20.022297,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89866.64
2025-12-22 08:27:34,USDT->UAH->BTC->USDT,0.0802,20.016034,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89838.53
2025-12-22 08:27:36,USDT->UAH->BTC->USDT,0.0990,20.019809,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89855.47
2025-12-22 08:27:38,USDT->UAH->BTC->USDT,0.0990,20.019809,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89855.47
2025-12-22 08:27:40,USDT->UAH->BTC->USDT,0.0990,20.019809,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89855.47
2025-12-22 08:27:42,USDT->UAH->BTC->USDT,0.1218,20.024354,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89875.87
2025-12-22 08:27:44,USDT->UAH->BTC->USDT,0.1110,20.022190,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89866.16
2025-12-22 08:27:46,USDT->UAH->BTC->USDT,0.1093,20.021861,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89864.68
2025-12-22 08:27:48,USDT->UAH->BTC->USDT,0.1093,20.021861,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89864.68
2025-12-22 08:27:50,USDT->UAH->BTC->USDT,0.1093,20.021861,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89864.68
2025-12-22 08:27:52,USDT->UAH->BTC->USDT,0.1093,20.021861,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89864.68
2025-12-22 08:27:54,USDT->UAH->BTC->USDT,0.1093,20.021861,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89864.68
2025-12-22 08:27:56,USDT->UAH->BTC->USDT,0.1093,20.021861,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89864.68
2025-12-22 08:27:58,USDT->UAH->BTC->USDT,0.1218,20.024356,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89875.88
2025-12-22 08:28:00,USDT->UAH->BTC->USDT,0.1115,20.022299,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89866.65
2025-12-22 08:28:02,USDT->UAH->BTC->USDT,0.1308,20.026163,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89883.99
2025-12-22 08:28:04,USDT->UAH->BTC->USDT,0.1235,20.024692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89877.39
2025-12-22 08:28:06,USDT->UAH->BTC->USDT,0.1197,20.023937,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89874.0
2025-12-22 08:28:08,USDT->UAH->BTC->USDT,0.1235,20.024692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89877.39
2025-12-22 08:28:10,USDT->UAH->BTC->USDT,0.1235,20.024692,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89877.39
2025-12-22 08:28:12,USDT->UAH->BTC->USDT,0.1236,20.024728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89877.55
2025-12-22 08:28:14,USDT->UAH->BTC->USDT,0.1236,20.024728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89877.55
2025-12-22 08:28:16,USDT->UAH->BTC->USDT,0.1072,20.021435,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89862.77
2025-12-22 08:28:18,USDT->UAH->BTC->USDT,0.1072,20.021435,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89862.77
2025-12-22 08:28:20,USDT->UAH->BTC->USDT,0.1072,20.021435,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89862.77
2025-12-22 08:28:22,USDT->UAH->BTC->USDT,0.1247,20.024937,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89878.49
2025-12-22 08:28:24,USDT->UAH->BTC->USDT,0.1416,20.028328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89893.71
2025-12-22 08:28:26,USDT->UAH->BTC->USDT,0.1416,20.028328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89893.71
2025-12-22 08:28:28,USDT->UAH->BTC->USDT,0.1416,20.028328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89893.71
2025-12-22 08:28:30,USDT->UAH->BTC->USDT,0.1229,20.024588,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89876.92
2025-12-22 08:28:32,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:35,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:37,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:39,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:41,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:43,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:45,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:47,USDT->UAH->BTC->USDT,0.1486,20.029728,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.99
2025-12-22 08:28:49,USDT->UAH->BTC->USDT,0.1469,20.029382,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89898.44
2025-12-22 08:28:51,USDT->UAH->BTC->USDT,0.1469,20.029382,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89898.44
2025-12-22 08:28:53,USDT->UAH->BTC->USDT,0.1469,20.029382,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89898.44
2025-12-22 08:28:55,USDT->UAH->BTC->USDT,0.1469,20.029382,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89898.44
2025-12-22 08:28:57,USDT->UAH->BTC->USDT,0.1431,20.028616,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89895.0
2025-12-22 08:28:59,USDT->UAH->BTC->USDT,0.1355,20.027099,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89888.19
2025-12-22 08:29:01,USDT->UAH->BTC->USDT,0.1469,20.029384,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89898.45
2025-12-22 08:29:03,USDT->UAH->BTC->USDT,0.1469,20.029384,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89898.45
2025-12-22 08:29:05,USDT->UAH->BTC->USDT,0.1340,20.026798,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89886.84
2025-12-22 08:29:07,USDT->UAH->BTC->USDT,0.1345,20.026909,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89887.34
2025-12-22 08:29:09,USDT->UAH->BTC->USDT,0.1322,20.026444,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89885.25
2025-12-22 08:29:11,USDT->UAH->BTC->USDT,0.1322,20.026444,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89885.25
2025-12-22 08:29:13,USDT->UAH->BTC->USDT,0.1147,20.022934,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89869.5
2025-12-22 08:29:15,USDT->UAH->BTC->USDT,0.1147,20.022934,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89869.5
2025-12-22 08:29:17,USDT->UAH->BTC->USDT,0.1147,20.022934,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89869.5
2025-12-22 08:29:19,USDT->UAH->BTC->USDT,0.1016,20.020328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89857.8
2025-12-22 08:29:21,USDT->UAH->BTC->USDT,0.1016,20.020328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89857.8
2025-12-22 08:29:23,USDT->UAH->BTC->USDT,0.1016,20.020328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89857.8
2025-12-22 08:29:25,USDT->UAH->BTC->USDT,0.1016,20.020328,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89857.8
2025-12-22 08:29:27,USDT->UAH->BTC->USDT,0.0703,20.014065,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89829.69
2025-12-22 08:29:29,USDT->UAH->BTC->USDT,0.0703,20.014065,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89829.69
2025-12-22 08:29:31,USDT->UAH->BTC->USDT,0.0549,20.010972,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89815.81
2025-12-22 08:29:33,USDT->UAH->BTC->USDT,0.0462,20.009232,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89808.0
2025-12-22 08:29:35,USDT->UAH->BTC->USDT,0.0462,20.009232,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89808.0
2025-12-22 08:29:37,USDT->UAH->BTC->USDT,0.0372,20.007450,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89800.0
2025-12-22 08:29:39,USDT->UAH->BTC->USDT,0.0244,20.004888,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89788.5
2025-12-22 08:29:41,USDT->UAH->BTC->USDT,0.0285,20.005699,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89792.14
2025-12-22 08:29:43,USDT->UAH->BTC->USDT,0.0372,20.007448,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89799.99
2025-12-22 08:29:45,USDT->UAH->BTC->USDT,0.0372,20.007448,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89799.99
2025-12-22 08:29:47,USDT->UAH->BTC->USDT,0.0372,20.007450,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89800.0
2025-12-22 08:29:49,USDT->UAH->BTC->USDT,0.0372,20.007450,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89800.0
2025-12-22 08:29:51,USDT->UAH->BTC->USDT,0.0372,20.007450,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89800.0
2025-12-22 08:29:53,USDT->UAH->BTC->USDT,0.0372,20.007450,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89800.0
2025-12-22 08:29:55,USDT->UAH->BTC->USDT,0.0549,20.010970,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89815.8
2025-12-22 08:29:57,USDT->UAH->BTC->USDT,0.0549,20.010970,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89815.8
2025-12-22 08:29:59,USDT->UAH->BTC->USDT,0.0549,20.010970,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89815.8
2025-12-22 08:30:02,USDT->UAH->BTC->USDT,0.0840,20.016807,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89842.0
2025-12-22 08:30:04,USDT->UAH->BTC->USDT,0.0840,20.016807,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89842.0
2025-12-22 08:30:06,USDT->UAH->BTC->USDT,0.0840,20.016807,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89842.0
2025-12-22 08:30:08,USDT->UAH->BTC->USDT,0.0840,20.016807,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89842.0
2025-12-22 08:30:10,USDT->UAH->BTC->USDT,0.0840,20.016807,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89842.0
2025-12-22 08:30:12,USDT->UAH->BTC->USDT,0.0910,20.018209,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89848.29
2025-12-22 08:30:14,USDT->UAH->BTC->USDT,0.0910,20.018209,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89848.29
2025-12-22 08:30:16,USDT->UAH->BTC->USDT,0.1147,20.022934,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89869.5
2025-12-22 08:30:18,USDT->UAH->BTC->USDT,0.1147,20.022934,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89869.5
2025-12-22 08:30:20,USDT->UAH->BTC->USDT,0.1292,20.025837,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89882.53
2025-12-22 08:30:22,USDT->UAH->BTC->USDT,0.1292,20.025837,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89882.53
2025-12-22 08:30:24,USDT->UAH->BTC->USDT,0.1292,20.025837,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89882.53
2025-12-22 08:30:26,USDT->UAH->BTC->USDT,0.1427,20.028542,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89894.67
2025-12-22 08:30:28,USDT->UAH->BTC->USDT,0.1263,20.025269,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89879.98
2025-12-22 08:30:30,USDT->UAH->BTC->USDT,0.1427,20.028542,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89894.67
2025-12-22 08:30:32,USDT->UAH->BTC->USDT,0.1427,20.028542,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89894.67
2025-12-22 08:30:34,USDT->UAH->BTC->USDT,0.1427,20.028542,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89894.67
2025-12-22 08:30:36,USDT->UAH->BTC->USDT,0.1427,20.028542,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89894.67
2025-12-22 08:30:38,USDT->UAH->BTC->USDT,0.1486,20.029725,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.98
2025-12-22 08:30:40,USDT->UAH->BTC->USDT,0.1486,20.029725,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.98
2025-12-22 08:30:42,USDT->UAH->BTC->USDT,0.1486,20.029725,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.98
2025-12-22 08:30:44,USDT->UAH->BTC->USDT,0.1486,20.029725,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89899.98
2025-12-22 08:30:46,USDT->UAH->BTC->USDT,0.1574,20.031488,SELL USDT @ 45.49,BUY BTC @ 4074300.0,SELL BTC @ 89907.89
2025-12-22 08:30:53,USDT->UAH->BTC->USDT,0.0138,20.002761,SELL USDT @ 45.49,BUY BTC @ 4080188.0,SELL BTC @ 89908.7
2025-12-22 08:30:55,USDT->UAH->BTC->USDT,0.0138,20.002761,SELL USDT @ 45.49,BUY BTC @ 4080188.0,SELL BTC @ 89908.7
2025-12-22 08:30:57,USDT->UAH->BTC->USDT,0.0129,20.002581,SELL USDT @ 45.49,BUY BTC @ 4080188.0,SELL BTC @ 89907.89
2025-12-22 08:30:59,USDT->UAH->BTC->USDT,0.0129,20.002581,SELL USDT @ 45.49,BUY BTC @ 4080188.0,SELL BTC @ 89907.89
2025-12-22 08:31:01,USDT->UAH->BTC->USDT,0.0129,20.002581,SELL USDT @ 45.49,BUY BTC @ 4080188.0,SELL BTC @ 89907.89
2025-12-22 08:31:03,USDT->UAH->BTC->USDT,0.0129,20.002581,SELL USDT @ 45.49,BUY BTC @ 4080188.0,SELL BTC @ 89907.89
